"ID";"Escenario";"Tipo_De_Relato";"Donante";"Cartelera Filacterias";"ID Imagen";"Autor";"Título";"Fecha";"Expr1009";"Tipo";"Procedencia";"Fuente de la Imagen";"Expr1013";"Lugar";"Anotaciones";"Atributos Iconograficos";"Sintesis";"Comentarios bibliográficos";"Categorías";"sub1";"sub2";"sub3";"sub4";"Fuente"
3080;"Terrestre";"Historia Sagrada";;"No";3080,00;"Anónimo";"Oración en el huerto y flagelación";"XVIII";"";16;"Museo Nacional del Virreinato";"Web museo - Tepotzotlán";"Lb.";"México, Tepotzotlán";"Lb.";"Jesús: peinado y barba.";"Composición horizontal, imagen a color con mala calidad. En la composición se representandos escenas, a la derecha de la pintura la oración en el huerto; a la izquierda de la pintura, el cristo flagelado en la columna. A la derecha aparece cristo sentado ";"";;;;;;296
3081;;;;"";3081,00;"Anónimo";"Pablo de Loyola";"XVIII";"";16;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";;;;;;296
3082;;;;"";3082,00;"Anónimo";"Paisaje";"XVIII";"";16;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";;;;;;296
3083;;;;"";3083,00;"Anónimo";"Parto de s. Mónica";"XVIII";"";16;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";;;;;;296
3084;;;;"";3084,00;"Anónimo";"Pascasio Broet";"XVIII";"";16;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";;;;;;296
3085;;;;"";3085,00;"Bernardo Bitti";"Apóstol San Juan";"XVI";"";20;"Museo Sucre";;"";"Bolivia, Sucre";"";"";"";"";;;;;;165
3086;;;;"";3086,00;"José de Alcíbar";"Patrocinio de la Virgen del Carmen a las ánimas del purgatorio";"1791";"";16;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";"Virgen";"Advocaciones";"Carmen";;;296
3087;;;;"";3087,00;"Anónimo";"Patrocinio de la Virgen del Carmen a las ánimas del purgatorio";"XVIII";"";16;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";"Virgen";"Advocaciones";"Carmen";;;296
3088;;;;"";3088,00;"Anónimo";"Patrocinio de la Virgen del Carmen a los santos de la orden";"XVIII";"";16;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";"Virgen";"Advocaciones";"Carmen";;;296
3089;;;;"";3089,00;"Anónimo";"Pedro de Velasco";"XVIII";"";16;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";;;;;;296
3090;;;;"";3090,00;"José de Ibarra";"Pedro Malo de Villavicencio";"XVIII";"";16;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";;;;;;296
3091;;;;"";3091,00;"Anónimo";"Pedro Fabro";"XVIII";"";16;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";;;;;;296
3092;;;;"";3092,00;"Anónimo";"Pentecostés";"XVIII";"";16;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";;;;;;296
3093;;;;"";3093,00;"Anónimo";"Personaje Anónimo";"XVIII";"";16;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";;;;;;296
3094;;;;"";3094,00;"Anónimo";"Personaje con relojes";"XVIII";"";16;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";;;;;;296
3095;;;;"";3095,00;"Anónimo";"Personaje de la familia Alencastre Noroña";"XVIII";"";16;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";"Secular retrato";"Hombres";"Nobleza";;;296
3096;;;;"";3096,00;"Anónimo";"Plano del arzobispado de México";"XVIII";"";16;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";;;;;;296
3097;;;;"";3097,00;"Anónimo";"Plano del arzobispado de México";"XVIII";"";16;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";;;;;;296
3098;"Escatológico";"Vanitas";;"Las imágenes están descritas en los numerales 1252, 1253, 1254, 1255 y 1256.";3098,00;"Anónimo";"Políptico de la muerte";"XVIII";"";16;"Museo Nacional del Virreinato";;"JC";"México, Tepotzotlán";"JC";"Las imágenes están descritas en los numerales 1252, 1253, 1254, 1255 y 1256.";"Formato vertical (cada panel). Imagen a color. En la parte superior a la izquierda La Muerte y las vanidades humanas, en el centro Origen y destino del hombre, a la derecha Relox es la vida humana. En la parte inferior a la izquierda O mortal tu ambición ";"";;;;;;296
3099;;;;"";3099,00;"Miguel Cabrera";"Preparación del Lavatorio";"XVIII";"";16;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";;;;;;296
3100;;;;"";3100,00;"Juan Rodríguez Juárez";"Presentación de la Virgen al templo";"XVIII";"";16;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";"Virgen";"Vida Virgen";"Presentación Virgen";;;296
3101;;;;"";3101,00;"Anónimo";"Primer traslado de la casa de Loreto";"XVIII";"";16;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";;;;;;296
3102;;;;"";3102,00;"Anónimo";"Primera aparición de la Virgen de la Luz";"XVIII";"";16;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";"Virgen";"Advocaciones";"Luz";;;296
3103;"Cotidiano interior";"Devoción";;"Se observa una cartelera ne la parte inferior pero por la calidad de la imagen no puede ser transcrita.";3103,00;"Anónimo";"Profesión de s. Ignacio de Loyola";"XVIII";"";16;"Museo Nacional del Virreinato";"Web Museo";"";"México, Tepotzotlán";"";"Casulla de sacerdote de San ignacio, habito negro de lso jesuitas";"Formato semicircular. Cuadro en el que se representa una misa llevada a cabo por San Ignacio, rodeado por los miembros de su orden y angeles. En el centro San Ignacio se encuentra de pie frente al altar, a sus pies, 5 jesuitas arrodillados y sostienen una";"";;;;;;296
3104;;;;"";3104,00;"Anónimo";"Próspero María Alarcón";"XVIII";"";16;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";;;;;;296
3105;;;;"";3105,00;"Anónimo";"Purísima Concepción (fragmento)";"XVIII";"";16;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";"Virgen";"Advocaciones";"Inmaculada";;;296
3106;;;;"";3106,00;"José Joaquín Esquivel";"Ramón Antonio de Udías";"XVIII";"";16;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";"Secular retrato";"Clérigos";"Sacerdotes";;;296
3107;;;;"";3107,00;"Andrés López";"Ramón de Posada y Soto";"XVIII";"";16;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";;;;;;296
3108;"Terrestre";"Historia Sagrada";;"No";3108,00;"Miguel Cabrera";"Recibe s. Ignacio a sus compañeros y se ordenan sacerdotes";"1756";"";16;"Museo Nacional del Virreinato";"Parábola Novo";"No corresponde. Es la 3874.

Se trata de un detalle de un triptico del cual se tienen las imágenes 1550 y 3873. Lb.";"México, Tepotzotlán";"No corresponde. Es la 3874.

Se trata de un detalle de un triptico del cual se tienen las imágenes 1550 y 3873. Lb.";"Casulla, estola y mitra del Papa; casulla y estola de sacerdotes jesuitas; ámito de San Ignacio";"Formato cuadrado. Cuadro en el que se iluestra el momento en el que San Ignacio y sus compañeros reciben la orden de sacerdotes del Papa. En la composicion se puede observar el momento en el que se ordena a San Ignacio. En primer plano y en en el centro, ";"";;;;;;296
3109;;;;"";3109,00;"Miguel Cabrera";"Regina apostolorum";"XVIII";"";16;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";;;;;;296
3110;"Paisaje";"Historia Sagrada";;"";3110,00;"José de Ibarra";"Regreso de Egipto";"XVIII";"";16;"Museo Nacional del Virreinato";"Flickr";"Base de datos Natalia";"México, Tepotzotlán";"Base de datos Natalia";"Manto azul de la Virgen, bastón de jesús";"Formato semicircular. Color. En el centro de la composición la Sagrada familia camina junto con su asno/burro. En la mitad de los padres esta Jesús, a su lado izquierdo Maria y a su lado derecho José. Detrás de ellos una palmera. Al fondo se aprecia un pa";"";"Virgen";"Vida Virgen";"Egipto";"Regreso";;296
3111;;;;"";3111,00;"Miguel Cabrera";"Santa Bárbara";"1740";"";30;"Museo de Arte de Filadelfia";;"";"México, EEUU";"";"";"";"";;;;;;296
3112;;;;"";3112,00;"José de Bustos";"Retrato de fray Bartolomé Ruiz de la Concepción";"XVIII";"";16;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";;;;;;296
3113;;;;"";3113,00;"Anónimo";"Retrato de monja";"XVIII";"";16;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";;;;;;296
3114;;;;"";3114,00;"Anónimo";"Retrato de monja";"XVIII";"";16;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";;;;;;296
3115;;;;"";3115,00;"Anónimo";"Retrato de monja";"XVIII";"";16;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";;;;;;296
3116;;;;"";3116,00;"Anónimo";"De india y mulato produce loba";"XVIII";"";16;"Museo Soumaya";;"";"México, México DF";"";"";"";"";"Secular temas civiles";"Castas";"Sagrada Familia";;;429
3117;"Sin definir";"Devoción";;"No";3117,00;"Anónimo";"Santa Catalina de Siena";"XVII";"http://www.brooklynmuseum.org";13;"Brooklyn Museum";"Conver cultures";"El gesto central sin identificar pues no se alcanza a establecer, se encuentra de medio cuerpo";"Perú, EEUU";"El gesto central sin identificar pues no se alcanza a establecer, se encuentra de medio cuerpo";"Corona de espinas, habito de dominica, lirios o azucenas, cristo crucificado, estigmas";"Retrato de medio cuerpo de la santa. Viste hábito dominico, en su cabeza traslucida se encuentra la corona de espinas, en la mano que es visible se nota un estigma. En sus manos sostiene un tallo de lirio (o azucena) el cual en su extremo superior se tran";"http://www.brooklynmuseum.org";"Santos";"Santas";"Santas";"Catalina de Siena";;99
3118;;;;"";3118,00;"Charles Fraser";"Mr. Edward Trescott";"1821";"";35;"Gibbes Museum of Art";;"";"EEUU, Charleston";"";"";"";"";;;;;;396
3119;;;;"";3119,00;"Anónimo";"San Juan de Dios";"XVIII";"";13;"Brooklyn Museum";;"Círculo de Pedro Nolasco y Lara";"Perú, EEUU";"Círculo de Pedro Nolasco y Lara";"";"";"";;;;;;99
3120;;;;"";3120,00;"Pedro Nolasco";"La leyenda de San Agustín";"XVIII";"";13;"Brooklyn Museum";;"Círculo de Pedro Nolasco y Lara";"Perú, EEUU";"Círculo de Pedro Nolasco y Lara";"";"";"";;;;;;99
3121;"Cotidiano interior";"Devoción";;"";3121,00;"Anónimo";"El taller del carpintero en Nazareth";"XVIII";"";13;"Brooklyn Museum";"Conver cultures";"";"Bolivia, EEUU";"";"aureola de rayos de Jesús y María, aureola redonda de José, orbe de Dios Padre, paloma del espiritu santo, armadura de San Miguel arcangel";"Formato vertical. Color. La Sagrada Familia se reune en su taller a trabajar. Los acompañan angeles que les ayudan a contruir y cortar maderos y a tejer. Hay flores en el piso y palomas en las repisas superiores. En la esquina superior derecha (espectador";"";;;;;;99
3122;"Paisaje";"Historia Sagrada";;"";3122,00;"Anónimo";"San José con el Niño Jesús";"XVIII";"";13;"Brooklyn Museum";"Conver cultures";"Deberia estar en la Carpeta de José con niño. Revisar clasificación.";"Perú, EEUU";"Deberia estar en la Carpeta de José con niño. Revisar clasificación.";"?";"Formato vertical. Color. José con Jesús niño. Ambos llevan coronas de rayos dorados y trajes floridos. En el borde superior se ve una fila de rosas y flores blancas y rojas. En el piso también se observan flores y en el fondo algunas aves rosadas vuelan.";"";"Virgen";"Vida Virgen";"Sagrada Familia";"José";"José - niño";99
3123;;;;"";3123,00;"Anónimo";"Nuestra Sen~ora de la Pomata";"1675";"";13;"Brooklyn Museum";;"Ci´rculo Quispe Tito";"Perú, EEUU";"Ci´rculo Quispe Tito";"";"";"";;;;;;99
3124;;;;"";3124,00;"Anónimo";"Nuestra Sen~ora de la Pomata";"1750";"";13;"Brooklyn Museum";;"";"Perú, EEUU";"";"";"";"";;;;;;99
3125;"Sin definir";;;"";3125,00;"Anónimo";"Cristo Niño con los símbolos de la pasión";"XVII";"";13;"Brooklyn Museum";;"CV";"Perú, EEUU";"CV";"La cruz, con la lanza, el látigo, el hisopo, la columnas, dos rostros de perfil de un de ellos pende una bolsa, la escalera, una daga, el gallo, el cetro de caña. un pesacos, el manto de la verónica, un recipiente, la corona de espinas, los clavos, el mar";"Al centro de pie sobre una mantel blanco con encaje y de frentela escultura  del Niño Jesús. Con el brazo der., extendido hacia el lado y la mano con los dedos abiertos. El brazo izq., extendido con el mundo con cruz en la mano izq. Con cabello largo, ond";"";;;;;;99
3126;;;;"";3126,00;"Anónimo";"Nuestra Señora de Cocharcas en el altar";"XVIII";"";13;"Brooklyn Museum";;"";"Perú, EEUU";"";"";"Las tradiciones indígenas dieron lugar a variaciones de la fe católica con características particulares hispanoamericanas. En las historias los de cultos locales, los indios cristianizados figuran prominentemente como testigos de las apariciones milagrosa";"";;;;;;99
3127;;;;"";3127,00;"Bernardo Bitti";"Imposicion de la casulla a San Ildefonso";"XVI";"";20;"Museo Sucre";;"";"Bolivia, Sucre";"";"";"";"";;;;;;165
3128;;;;"";3128,00;"Anónimo";"La Virgen y el Niño con santos indi´genas adoradores";"XVIII";"";14;"Brooklyn Museum";;"";"Bolivia, EEUU";"";"";"";"";"Virgen";"Advocaciones";"Virgen y niño";;;99
3129;;;;"";3129,00;"Anónimo";"La Virgen con dos donantes indígenas.";"1752";"";14;"Brooklyn Museum";;"";"Bolivia, EEUU";"";"";"";"";;;;;;99
3130;;;;"";3130,00;"Anónimo";"Nuestra Señora de Montecarmelo.";"XVIII";"";16;"Brooklyn Museum";;"Atrib. Mauricio García";"Perú, EEUU";"Atrib. Mauricio García";"";"";"";;;;;;99
3131;;;;"";3131,00;"Anónimo";"Triunfo de Cristo rey con los cuatro continentes.";"XVIII";"";16;"Brooklyn Museum";;"";"Perú, EEUU";"";"";"";"";;;;;;99
3132;;;;"";3132,00;"Anónimo";"Cuatro reyes incas: Tupac Yupanqui,Huayna Capac, Huáscar Inca, y Atahualpa.";"XVIII";"Conver cultures";16;"Brooklyn Museum";;"";"Perú, EEUU";"";"";"";"Conver cultures";;;;;;54
3133;;;;"";3133,00;"Anónimo";"Manco Capac.";"XVIII";"";16;"Brooklyn Museum";;"";"Perú, EEUU";"";"";"";"";;;;;;99
3134;;;;"";3134,00;"Anónimo";"Tupac Yupanqui";"XVIII";"";16;"Brooklyn Museum";;"";"Perú, EEUU";"";"";"";"";;;;;;99
3135;;;;"";3135,00;"Anónimo";"Huayna Capac";"XVIII";"";16;"Brooklyn Museum";;"";"Perú, EEUU";"";"";"";"";;;;;;99
3136;;;;"";3136,00;"Anónimo";"Atahualpa";"XVIII";"";16;"Brooklyn Museum";;"";"Perú, EEUU";"";"";"";"";;;;;;99
3137;;;;"";3137,00;"Anónimo";"Felipe II.";"XVIII";"";16;"Brooklyn Museum";;"";"Perú, EEUU";"";"";"";"";;;;;;99
3138;;;;"";3138,00;"Anónimo";"La mano poderosa.";"XIX";"";14;"Brooklyn Museum";;"";"México, EEUU";"";"";"";"";;;;;;99
3139;;;;"";3139,00;"Anónimo";"Cristo de Chalma";"XVIII";"";16;"Brooklyn Museum";;"";"México, EEUU";"";"";"";"";;;;;;99
3140;;;;"";3140,00;"Anónimo";"Nuestra Señora del Rosario con santos";"XVIII";"";15;"Brooklyn Museum";;"";"México, EEUU";"";"";"";"";;;;;;99
3141;;;;"";3141,00;"Anónimo";"San Felipe de Jesús";"XVIII";"Flickr";15;"Brooklyn Museum";;"";"México, EEUU";"";"";"";"Flickr";;;;;;99
3142;;;;"";3142,00;"Anónimo";"San Juan Nepomuceno";"XVIII";"PESSCA";15;"SD";;"México.";"Ecuador";"México.";"";"";"PESSCA";;;;;;99
3143;"Celeste";"Devoción";;"";3143,00;"Bernardo Bitti";"Cristo de la columna";"XVI";"";20;"Museo Sucre";;"No corresponde. Es la 8383.";"Bolivia, Sucre";"No corresponde. Es la 8383.";"Jesús: peinado y barba, desnudez.";"Composición vertical, imagen a color. Jesús ocupa todo el espacio vertical de la pintura, está de pie, desnudo, una tela blanca cubre su sexo, las manos ocultas pues estan amarradas a la columna. La mirada se dirige al espectador, el gesto es de tristeza.";"";;;;;;165
3144;"Paisaje";"Historia Sagrada";;"";3144,00;"Anónimo";"Huida a Egipto";"XVIII";"";16;"SD";"Conver cultures";"";"Perú";"";"Manto azul de la Virgen María, armaduras de los conquistadores";"Formato horizontal. Color. María con Jesús en sus brazos monta el burro/asno en el centro del cuadro. Al frente del asno está San José, camina y lleva un palo con una canasta con frutas en el hombro derecho, mientras se desplazan de derecha a izquierda (e";"";"Virgen";"Vida Virgen";"Egipto";"Huída";;99
3145;;;;"";3145,00;"Mariano Guerrero";"Don Juan Lorenzo Gutiérrez Altamirano de Velasco y Flórez";"1790";"";16;"Brooklyn Museum";;"";"México, EEUU";"";"";"";"";;;;;;99
3146;;;;"";3146,00;"Nicolás Enríquez";"Doña María de la Luz Padilla y (Gómez de) Cervantes.";"1735";"";16;"Brooklyn Museum";;"";"México, EEUU";"";"";"Doña María de la Luz (cuyo retrato de adulta también puede verse en esta exposición) está representada aquí en su residencia urbana en la Ciudad de México con un cascabel de bebé y un chupete de coral montado en plata. A pesar de su corta edad, la modelo ";"";;;;;;99
3147;;;;"";3147,00;"Ignacio de Ayala";"Don José María (Gómez de) Cervantes y Altamirano de Velasco";"1802";"";16;"Brooklyn Museum";;"";"México, EEUU";"";"";"";"";"Secular retrato";"Hombres";"Nobleza";;;99
3148;;;;"";3148,00;"Antonio de Montúfar";"Martirio Santo Tomas";"XVII";"";20;"Museo Sucre";;"";"Bolivia, Sucre";"";"";"";"";;;;;;165
3149;;;;"";3149,00;"Antonio de Montúfar";"Martirio Bartolomé";"XVII";"";20;"Museo Sucre";;"";"Bolivia, Sucre";"";"";"";"";;;;;;165
3150;;;;"";3150,00;"Anónimo";"San Sebastia´n";"";"";16;"Convento de Santa Catalina Cuzco";;"";"Perú, Cuzco";"";"";"";"";;;;;;212
3151;;;;"";3151,00;"Antonio de Montúfar";"Martirio Pedro";"XVII";"";20;"Museo Sucre";;"";"Bolivia, Sucre";"";"";"";"";;;;;;165
3152;;;;"";3152,00;"Anónimo";"San Pedro Nolasco curando a un noble cuzqueño";"";"";16;"Convento de la Merced. Perú";;"";"Perú, Cuzco";"";"";"";"";;;;;;212
3153;;;;"";3153,00;"Anónimo";"San Laureano";"";"Pint ColonCossio";16;"Convento de la Merced. Perú";;"";"Perú, Cuzco";"";"";"";"Pint ColonCossio";;;;;;308
3154;"Paisaje";"Historia Sagrada";;"";3154,00;"Anónimo";"La Huida a Egipto";"";"Pint ColonCossio";16;"Convento de la Merced. Perú";"Pint Colon Cossio";"Revisar si se trata de un Regreso.";"Perú, Cuzco";"Revisar si se trata de un Regreso.";"?";"Formato vertical. Blanco y negro. San José, María y Jesús caminan hacia Egipto. Detrás de ellos el asno/burro que Jose lleva de los brios. En el centro de la composición, al fondo, se observa una palmera. En el cielo palomas vuelan.";"Pint ColonCossio";"Virgen";"Vida Virgen";"Egipto";"Regreso";;308
3155;;;;"";3155,00;"Anónimo";"Combate entre españoles e indios.";"";"";16;"Convento de la Merced. Perú";;"";"Perú, Cuzco";"";"";"";"";;;;;;212
3156;;;;"";3156,00;"Anónimo";"La Anunciación";"";"";16;"Iglesia de Santo Domingo. Perú";;"";"Perú, Cuzco";"";"";"";"";"Virgen";"Vida Virgen";"Anunciación";;;212
3157;;;;"";3157,00;"Anónimo";"Muerte de la Virgen María";"XVIII";"";16;"Iglesia de San Sebastián";;"";"Perú, Cuzco";"";"";"";"";"Virgen";"Vida Virgen";"Tránsito Virgen Dormición";;;308
3158;;;;"";3158,00;"Anónimo";"Fray Juan de Escudero. Noble Cuzqueño";"";"";16;"Convento de Santo Domingo Cuzco";;"";"Perú, Cuzco";"";"";"";"";;;;;;212
3159;;;;"";3159,00;"Ángel María Camponeschi";"Retrato de Fray José de Zemborain";"XVIII";"";16;"SD";;"";"Argentina, Buenos Aires";"";"";"";"";"Secular retrato";"Clérigos";"Sacerdotes";;;104
3160;;;;"";3160,00;"Anónimo";"Virgen Carmen";"XVII";"";20;"Museo Sucre";;"";"Bolivia, Sucre";"";"";"";"";"Virgen";"Advocaciones";"Carmen";;;165
3161;"Sin definir";"Historia Sagrada";"Inferior derecha";"Cartela";3161,00;"Anónimo";"Retrato de Juan de Sayritupa inca ante el sen~or de la sentencia.";"1662";"";16;"Iglesia de Belén";"Pint ColonCossio";"Lb.";"Perú, Cuzco";"Lb.";"Jesús: peinado y barba, soga al cuello y manos.";"Composición vertical imagen en blanco y negro. Jesús aparece en el centrode la composición de pie, vestido con túnica, una soga pasa por su cuello y amarra sus manos. En su cabeza tiene tres rayos. En la esquina inferior derecha de la pintura hay un hombr";"";;;;;;212
3162;;;;"";3162,00;"Anónimo";"Estigmatización de San Francisco de Asís";"s.f.";"";16;"Iglesia de Belén";;"";"Perú, Cuzco";"";"";"";"";"Santos";"Santos";"Fundadores";"Francisco de Asís";;212
3163;"Terrestre";"Historia Sagrada";;"No";3163,00;"Miguel de Santiago";"La Muerte de San José";"XVII";"";16;"SD";"Barroco Peruan1";"No corresponde. Es la 1562.

Lb.";"Ecuador, Quito";"No corresponde. Es la 1562.

Lb.";"aureolas redondas de Jesús y María, paloma del espiritu santo";"Formato vertical. Blanco y negro. En el centro de la composición yace San José en su lecho de muerte. Lo acompañan la Virgen -a su izquierda- y Jesús adolecente -a su lado derecho. En la esquina superior izquierda (espectador) se observa a Dios Padre que ";"";"Virgen";"Vida Virgen";"Sagrada Familia";"José";"Muerte de José";118
3164;;;;"";3164,00;"Lorenzo Sánchez de Medina";"La Asunción de la Virgen";"";"";16;"Templo de Santa Catalina";;"";"Perú, Cuzco";"";"";"";"";"Virgen";"Vida Virgen";"Asunción";;;212
3165;;;;"";3165,00;"Anónimo";"Madona";"";"";16;"Convento de Santa Catalina Cuzco";;"";"Perú, Cuzco";"";"";"";"";;;;;;212
3166;;;;"";3166,00;"Anónimo";"El crucificado";"";"";16;"Convento de Santa Catalina Cuzco";;"";"Perú, Cuzco";"";"";"";"";;;;;;212
3167;;;;"";3167,00;"Anónimo";"Los primeros pasos del Niño.";"";"";16;"Convento de Santa Catalina Cuzco";;"";"Perú, Cuzco";"";"";"";"";;;;;;212
3168;;;;"";3168,00;"Anónimo";"Camino del Calvario";"";"";16;"Iglesia de la Compañía de Jesús";;"";"Argentina, Santa Fe";"";"";"";"";;;;;;239
3169;;;;"";3169,00;"Anónimo";"Dolorosa";"XVIII";"";16;"Colección particular";;"";"Argentina, Santa Fe";"";"";"";"";;;;;;239
3170;;;;"";3170,00;"Francisco Javier de la Rosa";"Autorretrato Ermitaño Francisco Javier de la Rosa";"1780";"";16;"Colección particular";;"";"Argentina, Santa Fe";"";"";"";"";"Secular retrato";"Clérigos";"Sacerdotes";;;239
3171;;;;"";3171,00;"Francisco Javier de la Rosa";"Vidas de Anacoretas";"";"";16;"Basílica de Guadalupe Arg";;"";"Argentina, Santa Fe";"";"";"";"";;;;;;239
3172;"Paisaje";"Devoción";;"";3172,00;"Anónimo";"Sagrada Familia";"";"";16;"Museo Provincial de Bellas Artes “Rosa Galisteo de Rodríguez”";"Prim Salón Arte";"";"Argentina, Santa Fe";"";"aureola redonda de la Virgen María, aureola redonda y bastón de Jesús, aureola redonda y azucenas de San Jose, paloma del espiritu santo";"Formato vertical. Blanco y negro. La Sagrada Familia camina junta, la Virgen y Jesús niño van de la mano. En la parte superior se observa a Dios Padre y la paloma del espiritu santo. Fondo paisaje. José lleva unas azucenas en la mano.";"";"Virgen";"Vida Virgen";"Sagrada Familia";;;239
3173;;;;"";3173,00;"José Ribera";"San Jerónimo";"XVIII";"";16;"Colección particular";;"";"Argentina, Santa Fe";"";"";"";"";;;;;;239
3174;"Sin definir";"Historia Sagrada";;"No";3174,00;"Anónimo";"Cristo en la columna.";"1742";"";16;"Museo Provincial de Bellas Artes “Rosa Galisteo de Rodríguez”";"Prim Salón Arte";"Lb.";"Argentina, Santa Fe";"Lb.";"Jesús: peinado y barba, desnudez. San Pedro: peinado y barba.";"Composición vertical, imagen a blanco y negro. Jesús se encuentra en el centro de la composición,  representado desde las piernas, desnudo, una tela blanca cubre su sexo, las manos atadas reposan sobre la cabeza de San Pedro a quien mira con tristeza. La ";"";;;;;;239
3175;;;;"";3175,00;"Anónimo";"Virgen del Rosario";"";"";16;"Convento de Santo Domingo Santa fe";;"";"Argentina, Santa Fe";"";"";"";"";"Virgen";"Advocaciones";"Rosario";;;239
3176;"Sin definir";"Devoción";;"";3176,00;"Anónimo";"San Ignacio de Loyola";"";"";16;"Convento de Santo Domingo Santa fe";"Prim Salón Arte";"";"Argentina, Santa Fe";"";"Habito de San Ignacio";"Formato vertical. Primer plano del rostro y el torso de San Ignacio de Loyola.";"";;;;;;239
3177;"Cotidiano interior";"Historia de los santos";;"";3177,00;"Anónimo";"La curación del energúmeno o San Ignacio predicando";"XVIII";"";16;"Basílica de Guadalupe Arg";"Prim Salón Arte";"No se pudo identificar el pasaje. Revisar.";"Argentina, Santa Fe";"No se pudo identificar el pasaje. Revisar.";"Casulla y estola de San Ignacio, habito de los jesuitas.";"Formato horizontal. En la esquina superior izquierda (espectador) se observa a San Ignacio frente a un altar con vestimenta de sacerdote. Atras de él, en el centro del cuadro, un grupo de hermanos jesuitas observa la escena. Frente a el, en la esquina inf";"";;;;;;239
3178;"Cotidiano interior";"Historia de los santos";;"";3178,00;"Miguel Cabrera";"San Ignacio y los santos de la Compañía al pie Cristo";"XVIII";"";16;"Colección particular";"Barroco Peruan 1";"";"Argentina, Santa Fe";"";"Alba y casulla de San Ignacio; alba y azucena de San Francisco Javier, alba de otro jesuita, habito de dos jesuitas; cruz y corona de espinas de Cristo";"Formato vertical. En el centro de la composicion se encuentra Jesús crucificado. A sus pies, en primer plano, se encuentra San Ignacio, y otros santos jesuitas. En segundo plano cuatro hombres sostiene cuatro cruces, dos a cada lado de Cristo crucificado.";"";;;;;;239
3179;;;;"";3179,00;"Anónimo";"San Antonio ermitan~o";"";"";16;"Convento Hermanas franciscanas";;"";"Argentina, Santa Fe";"";"";"";"";"Santos";"Santos";"Iglesia Primitiva -h";"Antonio";;239
3180;;;;"";3180,00;"Mauricio García";"Martirio de San Fermín, Obispo de Amiens";"1751";"";16;"Iglesia Matriz";;"";"Argentina, Santa Fe";"";"";"";"";;;;;;239
3181;;;;"";3181,00;"Anónimo";"Soledad";"1742";"";16;"San Francisco";;"";"Argentina, Santa Fe";"";"";"";"";;;;;;239
3182;;;;"";3182,00;"Anónimo";"San Jerónimo oyendo la trompeta del Juicio.";"XVII";"";16;"Convento de San Francisco ";;"";"Argentina, Santa Fe";"";"";"";"";;;;;;239
3183;"Cotidiano interior";"Devoción";;"";3183,00;"Anónimo";"Joaquín. Serie ""Los reyes"".";"";"";16;"Iglesia Nuestra Señora del Carmen";"Prim Salón Arte";"";"Argentina, Santa Fe";"";"corona de San Joaquin";"Formato vertical. Blanco y negro. San Joaquin esta dormido. Joven. Se observa una corona. En el borde inferior esta su nombre.";"";;;;;;239
3184;;;;"";3184,00;"Anónimo";"Cristo con la cruz a cuestas.";"";"";16;"Colección particular";;"";"Argentina, Santa Fe";"";"";"";"";;;;;;239
