Id;Escenario;TipoRelato;NombreDonante;Cartela;Simbolos;Id Imagen;Autor;Titulo;Fecha;ComentariosBiblio;Técnica;ProcedenciaIm;Fuenteimagen;Ciudad;Anotaciones;Id Relato - Personaje;Id Pasaje;Atributos iconográficos;Personajes excluidos;Sintesis
1734;;;;FALSE;;1601;Anónimo;Teresa resucita Sobrino de Gonzalo Ovalle;XVII;;Óleo sobre tela;Convento Carmelitas descalzas;PERPETUO SOCORRO, Germán María. Historia del Monasterio de Carmelitas descalzas de san José de Bogotá y noticias breves de las hijas del Carmelo en Bogotá. Bogotá: Editorial Cromos, 1947.;Colombia, Bogotá;;;;;;
1735;;;;FALSE;;1847;Anónimo;Teresa Santa;XVII;;Óleo sobre tela;;Fotografía Escuela de Restauración Universidad Externado;Colombia;Confirmar autor;;;;;
1736;;;;FALSE;;1592;Anónimo;Teresa Transverberación;XVII;;Óleo sobre tela;Convento Carmelitas descalzas;FAJARDO de Rueda, martha, Alvarez White,  Maria cecilia, Gonzalez de Cala Marina, Baron Julio Cesar. Tesoros artísticos del convento de las carmelitas descalzas de Santafe de Bogotá: Universidad Nacional, Convenio Andres Bello, 2005.;Colombia, Bogotá;;;;;;
1737;;;;FALSE;;1594;Anónimo;Teresa Virgen y José imponen collar a;XVII;;Óleo sobre tela;Convento Carmelitas descalzas;PERPETUO SOCORRO, Germán María. Historia del Monasterio de Carmelitas descalzas de san José de Bogotá y noticias breves de las hijas del Carmelo en Bogotá. Bogotá: Editorial Cromos, 1947.;Colombia, Bogotá;;;;;;
1738;;;;FALSE;;1891;Jerónimo López ;Teresa Visión Pedro Alcántara;XVII;;Óleo sobre tela;Convento Carmelitas descalzas;FAJARDO de Rueda, martha, Alvarez White,  Maria cecilia, Gonzalez de Cala Marina, Baron Julio Cesar. Tesoros artísticos del convento de las carmelitas descalzas de Santafe de Bogotá: Universidad Nacional, Convenio Andres Bello, 2005.;Colombia, Bogotá;Pedro Alcántara;;;;;
1739;Onírico;Escena única;;TRUE;"Corona-
Paloma-";302;Anónimo;Teresa y la santísima trinidad;XVII;p;Óleo sobre tela;Convento Carmelitas descalzas;RUEDA, Marta Fajardo de. El arte colonial neogranadino. CAB. Bogotá, 1999.;Colombia, Bogotá;María Cristina Pérez;87;;En vida de la santa  hizo su retrato el pintor italiano fray Juan de la Miseria (Sevilla 1576). Su cuadro al óleo se conserva en las carmelitas de Sevilla. Reproduce con cierto realismo los rasgos físicos de Teresa, pero no su transformo psicológico,  y m;;Representación de santa Teresa en compañía de la Trinidad. La santa está de rodillas, cuerpo entero, semiperfil derecho, mirada dirigida hacia arriba. Posee una túnica café, un manto blanco y un velo negro sobre su cabeza. En la parte superior, de frente 
1740;;;;FALSE;;1116;Anónimo;Tobías y arcángel Rafael ;XVIII;;Óleo sobre tela;Museo del Carmen;Fotografía Escuela de Restauración Universidad Externado;Colombia, Villa de Leiva;Confirmar fecha;;;;;
1741;;;;FALSE;;819;Baltasar Vargas de Figueroa;Toma de Jericó ;XVII;;Óleo sobre tela;Iglesia de la Peña;RESTREPO. Fernando. Los Figueroa: aproximación a su época y a su pintura. Bogotá: Villegas Editores, 1986.;Colombia, Bogotá;140;;;;;
1742;;;;FALSE;;1742;Anónimo;Tomas ;;;Óleo sobre tela;Museo dominicos;Fotografía Jaime Borja;Colombia, Bogotá;Confirmar autor;;;;;
1743;;;;FALSE;;1924;Domingo de Vasconcellos;Tomas;XVII;;Óleo sobre tela;Iglesia San Ignacio;Inventario Iglesia de San Ignacio: Jaime Borja;Colombia, Bogotá;;;;;;
1744;Terreste;Escena única;;FALSE;Lanza-;236;Anónimo;Tomás Apóstol Santo;XVII;;Óleo sobre cuero;Iglesia San Francisco;MATEUS CORTES, Gustavo. Tesoros de Tunja. El arte de los siglos XVI-XVII-XVIII. Bogotá: Litografía Arco, 1989.;Colombia, Tunja;María Cristina Pérez;90;;En el arte bizantino y paleocristiano, Tomás es un apóstol joven, sin barba, a menudo relacionado con Jesús a causa de la tradición que lo convierte en su hermano gemelo. A partir del siglo XIII, Tomás aparece con barba. Esta asociado con Cosme y Damian. ;;Obra religiosa del Apóstol Tomás. El santo se encuentra de medio cuerpo, sedante, semiperfil izquierdo, mirada dirigida hacia abajo. Tiene una camisa blanca y un manto naranja. Lleva el cabello largo, barba blanca, ojos negros, mejillas rosadas y labios r
1745;Sin definir;Escena única;;FALSE;;96;Gregorio Vásquez de Arce y Ceballos;Tomás Cabeza de apóstol Santo;XVII;;Óleo sobre tela;Colección Saenz Pizano;PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986;Colombia, Bogotá;334 María Cristina Pérez;90;;En el arte bizantino y paleocristiano, Tomás es un apóstol joven, sin barba, a menudo relacionado con Jesús a causa de la tradición que lo convierte en su hermano gemelo. A partir del siglo XIII, Tomás aparece con barba. Esta asociado con Cosme y Damian. ;;Representación de tema religioso en formato vertical, la cual se compone de dos planos esencialmente. En el primero, un hombre de medio cuerpo, semiperfil  derecho, mirada dirigida hacia la derecha. Tiene el cabello corto, la barba oscura, los ojos negros
1746;;;;FALSE;;509;Gregorio Vásquez de Arce y Ceballos;Tomás con unos herejes a los pies ;XVII;;Óleo sobre tela;Colección particular;PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986;Colombia, Bogotá;134;;;;;
1747;;;;FALSE;;1518;Joaquín Gutiérrez;Tomas de Aquino;XVIII;;Óleo sobre tela;Colegio del Rosario;GIL TOVAR, Francisco. Historia y arte en el colegio mayor del rosario. Bogotá: Ediciones rosaristas, 1982.;Colombia, Bogotá;;;;;;
1748;;;;FALSE;;1466;Anónimo;Tomás de Aquino;XVII;;Óleo sobre madera;Colección Órden Agustina;VALLÍN, Rodolfo. María Victoria Galves. Taller de Restauración de San Agustín. Arte y Fe: Colección artística agustina. Bogotá: Provincia de Nuestra Señora de la Gracia, 1995.;Colombia, Bogotá;;;;;;
1749;;;;FALSE;;773;Anónimo;Tomás de Aquino Imposición cíngulo de castidad;XVIII;;Óleo sobre grabado;Museo colonial;BORJA GOMEZ, Jaime Humberto, Toquita Constanza. El Cuerpo y la Mística. Las visiones de Jerónima. Bogotá: Museo de Arte Colonial, 2003.;Colombia, Bogotá;;;;;;
1750;Urbano;Historiada;;FALSE;"Mitra-
Báculo-
Moneda de otro-";137;Anónimo;Tomás de Villanueva;XVII;;Óleo sobre tela;Colección Órden Agustina;VALLÍN, Rodolfo. María Victoria Galves. Taller de Restauración de San Agustín. Arte y Fe: Colección artística agustina. Bogotá: Provincia de Nuestra Señora de la Gracia, 1995.;Colombia;María Cristina Pérez;1;;El papa Pablo V ordenó que se lo representase con vestiduras episcopales, con una bolsa en la mano, dando limosnas a los pobres.;;Representación religiosa en formato vertical de santo Tomás de Villanueva. El santo aparece en un primer plano llevando puesta una túnica negra y una mitra episcopal, así como una moneda de oro en su mano derecha y un báculo dorado en la izquierda. La mon
1751;;;;FALSE;;1036;Baltasar Vargas de Figueroa;Tomás de Villanueva;XVII;;Óleo sobre tela;Iglesia San Francisco;RESTREPO. Fernando. Los Figueroa: aproximación a su época y a su pintura. Bogotá: Villegas Editores, 1986.;Colombia, Bogotá;101;1;;;;
1752;Terreste;Historiada;;FALSE;"Cruz (2)-
Mitra-
Capa-
Moneda de oro (2)-";141;Anónimo;Tomás de Villanueva;XVII;;Óleo sobre tela;Colección Órden Agustina;VALLÍN, Rodolfo. María Victoria Galves. Taller de Restauración de San Agustín. Arte y Fe: Colección artística agustina. Bogotá: Provincia de Nuestra Señora de la Gracia, 1995.;Colombia;María Cristina Pérez;1;;El papa Pablo V ordenó que se lo representase con vestiduras episcopales, con una bolsa en la mano, dando limosnas a los pobres.;;Representación religiosa en formato vertical de santo Tomás de Villanueva. El santo aparece en un primer plano llevando puesta una túnica y un manto dorado sujeto en el pecho, asimismo de su cuello pende una cruz mediana y en el dedo anular de su mano izq
1753;Terreste;Escena única;;FALSE;"Mitra- 
Capa-
Moneda de oro-
Báculo-";139;Anónimo;Tomás de Villanueva;XVII;;Óleo sobre tela;Colección Órden Agustina;VALLÍN, Rodolfo. María Victoria Galves. Taller de Restauración de San Agustín. Arte y Fe: Colección artística agustina. Bogotá: Provincia de Nuestra Señora de la Gracia, 1995.;Colombia;María Cristina Pérez;1;;El papa Pablo V ordenó que se lo representase con vestiduras episcopales, con una bolsa en la mano, dando limosnas a los pobres.;;Composición de tema religioso en formato vertical, en la cual se representa a santo Tomás de Villanueva. El santo aparece en un primer plano llevando puesta una túnica negra, una mitra episcopal y un manto blanco sobre sus hombros. En su mano derecha sust
1754;;;;FALSE;;316;Anónimo;Tomás de Villanueva;XVII;;Óleo sobre tela;Museo Santa Clara;GUTIÉRREZ Vallejo, Jaime. Iglesia Museo Santa Clara. Catálogo de la Colección. Bogotá: Instituto Colombiano de Cultura, 1995.;Colombia, Bogotá;;1;;El papa Pablo V ordenó que se lo representase con vestiduras episcopales, con una bolsa en la mano, dando limosnas a los pobres.;;
1755;Terreste;Escena única;;FALSE;"Mitra- 
Capa-
Moneda de oro";138;Anónimo;Tomás de Villanueva 2;XVIII;;Óleo sobre madera;Colección Órden Agustina;VALLÍN, Rodolfo. María Victoria Galves. Taller de Restauración de San Agustín. Arte y Fe: Colección artística agustina. Bogotá: Provincia de Nuestra Señora de la Gracia, 1995.;Colombia;María Cristina Pérez;1;;El papa Pablo V ordenó que se lo representase con vestiduras episcopales, con una bolsa en la mano, dando limosnas a los pobres.;;Imagen en formato vertical de santo Tomás de Villanueva. Santo Tomás aparece en un primer plano llevando puesta una túnica negra, una mitra episcopal y un manto blanco sobre sus hombros. En su mano derecha sustenta una moneda, mientras que en la izquierda
1756;;;;FALSE;;630;Gregorio Vásquez de Arce y Ceballos;Tomás de Villanueva repartiendo limosna ;XVII;;Óleo sobre tela;Colección particular;PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986;Colombia, Bogotá;460;1;;;;
1757;Terreste;Escena única;;FALSE;;271;Gregorio Vásquez de Arce y Ceballos;Tomas Doce Apóstoles ;XVII;;Óleo sobre concha;Colección Alberto Pizano;PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986;Colombia, Bogotá;361 María Cristina Pérez;90;;En el arte bizantino y paleocristiano, Tomás es un apóstol joven, sin barba, a menudo relacionado con Jesús a causa de la tradición que lo convierte en su hermano gemelo. A partir del siglo XIII, Tomás aparece con barba. Esta asociado con Cosme y Damian. ;;Retrato de santo Tomás. El santo se encuentra de medio cuerpo, sedante, semiperfil izquierdo, mirada dirigida hacia el horizonte. Posee el cabello corto, barba oscura, frente amplia y nariz aguileña. Viste un traje largo que cubre todo su cuerpo. Sus mano
1758;;;;FALSE;;1741;Anónimo;Tomas Imposición cíngulo castidad;;;Óleo sobre tela;Museo dominicos;Fotografía Jaime Borja;Colombia, Bogotá;Confirmar autor;;;;;
1759;;;;FALSE;;1926;Anónimo;Tomas Muerte de;XVIII;;Óleo sobre tela;Iglesia San Ignacio;Inventario Iglesia de San Ignacio: Jaime Borja;Colombia, Bogotá;Confirmar sevillano;;;;;
1760;;;;FALSE;;1159;Anónimo;Tomas santo;XIX;;Óleo sobre tela;Museo del Carmen;Fotografía Escuela de Restauración Universidad Externado;Colombia, Villa de Leiva;Imagen equivocada;;;;;
1761;;;;FALSE;;1724;Anónimo;Tomas Santo;;;Óleo sobre tela;Museo dominicos;Fotografía Jaime Borja;Colombia, Bogotá;Confirmar autor;;;;;
1762;Onírico;Escena única;;FALSE;"Pájaro (1)
Corazón(1)
Mitra-
Capa-
Báculo-
Palma-
Cadenas-
Aureola-";150;Anónimo;Tolentino Nicolás Aparición de la virgen a santo;XVIII;;Óleo sobre tela;Colección Órden Agustina;VALLÍN, Rodolfo. María Victoria Galves. Taller de Restauración de San Agustín. Arte y Fe: Colección artística agustina. Bogotá: Provincia de Nuestra Señora de la Gracia, 1995.;Colombia;María Cristina Pérez. Complementar;106;;Nicolás Tolentino viste, usualmente, un hábito negro de la orden Agustina, constelado de estrellas que se ajustan con un cinturón de cuero. Una estrella brilla sobre su pecho y en la mano tiene un crucifijo florecido de lirios. Está caracterizado además p;;Obra religiosa en formato vertical, en la cual se representa a Nicolás Tolentino. El santo se encuentra acostado sobre una cama, con sus manos extendidas y su mirada puesta en la parte superior. Viste un traje negro y sobre su cabeza se observan pequeños 
1763;;;;FALSE;;319;Anónimo;Orosia la entierran Angeles en los Montes de yebra;XVII;p;Óleo sobre tela;Iglesia de Egipto;BORJA, Jaime. Arte Sacro. 450 años, Arquidiócesis de Bogotá. Bogotá: Consuelo Mendoza ediciones, 2012.;Colombia, Bogotá;;;;;;
1764;;;;FALSE;;764;Anónimo;Topo Nuestra señora del ;XVII;;Óleo sobre tela;Catedral de Bogotá;RUEDA, Marta Fajardo de. El arte colonial neogranadino. CAB. Bogotá, 1999.;Colombia, Bogotá;;;;;;
1765;;;;FALSE;;1814;Anónimo;Topo virgen de o Dolorosa;XVIII;;Óleo sobre tela;Museo de Arte Religioso;Fotografía Escuela de Restauración Universidad Externado;Colombia, Duitama;;;;;;
1766;Celeste;Escena única;;FALSE;"Aureola-
Cruz-";38;Anónimo;Dolorosa;XVII;;Óleo sobre tela;Museo del Carmen;Fotografía Escuela de Restauración Universidad Externado;Colombia, Villa de Leiva;María Cristina Pérez;63;;Para representar a la Virgen del Rosario, los dominicos tomaron en principio el tipo de la Virgen de Misericordia. Una segunda fórmula, que no tardó en sustituir a esta imitación, no fue mucho más original: esta vez los dominicos tomaron el modelo de la v;;Imagen religiosa en formato vertical, en la que se observan dos personajes: un hombre y una mujer. El hombre se encuentra de medio cuerpo, ojos cerrados, cabeza ligeramente inclinada hacia atrás. La mujer lo sostiene tiernamente en sus brazos, mientras en
1767;;;;FALSE;;1657;Anónimo;Toribio Mogrovejo;XVIII;;Óleo sobre tela;Iglesia San Juan Dios;VALLIN, Rodolfo, Laura Vargas. Iglesia de San Juan de Dios. Bogotá: Arquidiócesis de Bogotá, 2004.;Colombia, Bogotá;;;;;;
1768;;;;FALSE;;1566;Anónimo;Inmaculada;XVII;;Óleo sobre tela;Museos Banco de la República;Fotografía Jaime Borja;Colombia, Bogotá;;;;;;
1769;;;;FALSE;;1565;Anónimo;Petronila de San Jose sclara;XVIII;;Óleo sobre tela;Museos Banco de la República;Fotografía Jaime Borja;Colombia, Bogotá;;;;;;
1770;;;;FALSE;;693;Anónimo;Trinidad;XVII;;Óleo sobre tela;;SD;Colombia;;;;;;
1771;;;;FALSE;;1417;Anónimo;Trinidad ;XIX;;Óleo sobre tela;Museo del Carmen;Fotografía Escuela de Restauración Universidad Externado;Colombia, Villa de Leiva;;;;;;
1772;;;;FALSE;;996;Tomás Fernández de Heredia;Trinidad con santos;XVII;;Óleo sobre tela;Iglesia San Agustín;RUEDA, Marta Fajardo de. El arte colonial neogranadino. CAB. Bogotá, 1999.;Colombia, Bogotá;;;;;;
1773;;;;FALSE;;741;Gregorio Vásquez de Arce y Ceballos;Trinidad cristo tricéfalo Santísima;XVII;;Óleo sobre tela;Museo colonial;RUEDA, Marta Fajardo de. El arte colonial neogranadino. CAB. Bogotá, 1999.;Colombia, Bogotá;;;;;;
1774;;;;FALSE;;966;Anónimo;Trinidad Santísima;XVIII;;Óleo sobre tela;Colección Órden Agustina;VALLÍN, Rodolfo. María Victoria Galves. Taller de Restauración de San Agustín. Arte y Fe: Colección artística agustina. Bogotá: Provincia de Nuestra Señora de la Gracia, 1995.;Colombia;;;;;;
1775;;;;FALSE;;1493;Anónimo;Trinidad Santísima;1670;;Óleo sobre tela;Iglesia San Francisco;MATEUS CORTES, Gustavo. Tesoros de Tunja. El arte de los siglos XVI-XVII-XVIII. Bogotá: Litografía Arco, 1989.;Colombia, Tunja;;;;;;
1776;Sin definir;Fragmento;;TRUE;"Cruz-
Corona de espinas-
Espada-
Dragón-";61;Nicolao Rubences Galero;Trinidad y la Muerte Santísima;1677;;Óleo sobre tela;Iglesia San Francisco;MATEUS CORTES, Gustavo. Tesoros de Tunja. El arte de los siglos XVI-XVII-XVIII. Bogotá: Litografía Arco, 1989.;Colombia, Tunja;María Cristina Pérez. Esta imagen podría aludir a una alegoría del buen morir  o simplemente a la muerte.;;;;;Representación de tema religioso en formato vertical, en la que se detallan seis planos. En primer lugar, en la parte inferior, un hombre de cuerpo entero, acostado en el suelo y de semiperfil izquierdo. Tiene cabello largo, frente amplia, ojos cerrados y
1777;;;;FALSE;;501;Gregorio Vásquez de Arce y Ceballos;Trinidad y la Virgen Inmaculada ;1688;;Óleo sobre tela;Iglesia San Francisco;PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986;Colombia, Bogotá;81;44;;;;
1778;;;;FALSE;;1088;Anónimo;Ultima cena;;;Pintura mural;Iglesia de Sutatausa;VALLIN, Rodolfo. Imágenes bajo cal y pañete. El sello editorial. Museo de arte moderno. Fiducafe, 2000.;Colombia, Sutatausa;;;;;;
1779;;;;FALSE;;1002;Gregorio Vásquez de Arce y Ceballos;Campamento de madianitas;XVII;;Óleo sobre tela;Museo Nacional;Fotografía Escuela de Restauración Universidad Externado;Colombia, Bogotá;10890;;;;;
1780;;;;FALSE;;1736;Anónimo;Ultima cena;;;Óleo sobre tela;Museo dominicos;Fotografía Jaime Borja;Colombia, Bogotá;Confirmar autor;;;;;
1781;;;;FALSE;;1587;Bernardo Rodríguez quiteño;Ultima Cena Francisco de Asís y Pedro alcántara;1780;;Óleo sobre tela;Museo de Arte Religioso;GÓMEZ Hurtado Álvaro y Gil-Tovar, Francisco. Arte virreinal en Bogotá. Bogotá: Villegas editores, 1987;Colombia, Popayán;;;;;;
1782;;;;FALSE;;1292;Gregorio Vásquez de Arce y Ceballos;Ursula ;XVII;p;Óleo sobre tela;Iglesia San Ignacio ;PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986;Colombia, Bogotá;102;;;;;
1783;Terreste;Escena única;;FALSE;"Palma-
Lanza-";59;Anónimo;Úrsula ;XVII;p;Óleo sobre tela;Colección Órden Agustina;VALLÍN, Rodolfo. María Victoria Galves. Taller de Restauración de San Agustín. Arte y Fe: Colección artística agustina. Bogotá: Provincia de Nuestra Señora de la Gracia, 1995.;Colombia, Bogotá;María Cristina Pérez;77;;Una de las representaciones más celebres es el de Memling. El relato comienza con la llegada a Colonia, a Basilea y a Roma, concluye con el asesinato de las vírgenes a bordo de sus naves, mientras Úrsula es acribillada a flechazos  en la orilla, ante la t;;Cuadro con la misma intención representativa que el anterior.  Guarda las mismas características, con la diferencia que la vegetación y la palma del martirio parecen ser más frescas. Los colores son más vibrantes  y el hábito está orientado más a la gama 
1784;;;;FALSE;;1086;Anónimo;Úrsula;;p;Pintura mural;Iglesia de Sutatausa;VALLIN, Rodolfo. Imágenes bajo cal y pañete. El sello editorial. Museo de arte moderno. Fiducafe, 2000.;Colombia, Sutatausa;;;;;;
1785;;;;FALSE;;1976;Anónimo;Ursula (copia XX);XVIII;;Óleo sobre madera;Iglesia San Ignacio;Inventario Iglesia de San Ignacio: Jaime Borja;Colombia, Bogotá;;;;;;
1786;Terreste;Escena única;;FALSE;"Palma-
Lanza-";58;Anónimo;Úrsula 2;XVII;p;Óleo sobre tela;Colección Órden Agustina;VALLÍN, Rodolfo. María Victoria Galves. Taller de Restauración de San Agustín. Arte y Fe: Colección artística agustina. Bogotá: Provincia de Nuestra Señora de la Gracia, 1995.;Colombia, Bogotá;María Cristina Pérez;77;;Una de las representaciones más celebres es el de Memling. El relato comienza con la llegada a Colonia, a Basilea y a Roma, concluye con el asesinato de las vírgenes a bordo de sus naves, mientras Úrsula es acribillada a flechazos  en la orilla, ante la t;;El eje principal de la representación es una figura femenina, de edad aproximada entre los 20 y los 30 años. El sentido de la corporeidad es muy fuerte, debido a que el vestido deja ver las formas de la mujer y maneja los pliegues de manera impecable, rec
1787;;;;FALSE;;1019;Baltasar Vargas de Figueroa;Ursula Martirio de santa;XVII;p;Óleo sobre lámina;Colección particular;RESTREPO. Fernando. Los Figueroa: aproximación a su época y a su pintura. Bogotá: Villegas Editores, 1986.;Colombia, Bogotá;132;;;;;
1788;;;;FALSE;;466;Gaspar de Figueroa;Úrsula martirio de santa;XVII;p;Óleo sobre tela;Museo colonial;RESTREPO. Fernando. Los Figueroa: aproximación a su época y a su pintura. Bogotá: Villegas Editores, 1986.;Colombia, Bogotá;64;;;;;
1789;;;;FALSE;;1238;Gregorio Vásquez de Arce y Ceballos;Ursula y sus compañeras martirio;XVII;p;Óleo sobre tela;Colección particular;PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986;Colombia, Bogotá;;;;;;
1790;;;;FALSE;;827;Gregorio Vásquez de Arce y Ceballos;Úrsula y sus compañeras Martirio ;XVII;p;Óleo sobre tela;Museo colonial;PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986;Colombia, Bogotá;233;;;;;
1820;Sin definir;Escena única;;FALSE;"Cruz-
Torre-
Fuego o rayo-
Corona-
Aureola- 
Palma-";322;Anónimo;Virgen con el Niño, San Juan Bautista y Santa Bárbara;XVII;;Óleo sobre tela;Museo Santa Clara;GUTIÉRREZ Vallejo, Jaime. Iglesia Museo Santa Clara. Catálogo de la Colección. Bogotá: Instituto Colombiano de Cultura, 1995.;Colombia, Bogotá;Juan bautista y bárbara. María Cristina Pérez;51;;De otro lado, es importante tener en cuenta que el orden adoptado para la presentación de las imágenes de María comprende dos ámbitos principales: el Oriente bizantino y Occidente. Resulta también importante diferenciar los arquetipos retenidos por la dev;;Representación religiosa en la que se encuentran representados la Virgen con el Niño Jesús, San Juan Bautista y Santa Bárbara. En un primer plano, y como centro de la obra, la María llevando entre sus brazos al niño Jesús. La Virgen está de medio cuerpo, 
1821;;;;FALSE;;1499;Anónimo;Virgen con José y catalina Siena;XVIII;;Óleo sobre tela;Museo colonial;Museo de Arte Colonial. Barroco Neogranadino. Bogotá: MAC, Ministerio de Cultura., 2004.;Colombia, Bogotá;Catalina de Siena;;;;;
1822;;;;FALSE;;473;Anónimo;Virgen con niño del pajarito;XVII;;Óleo sobre tela;Museo del Carmen;Fotografía Escuela de Restauración Universidad Externado;Colombia, Villa de Leiva;;;;;;
1823;;;;FALSE;;1488;Anónimo;Francisca Xaviera de san Jose Sclara;XVIII;;Óleo sobre tela;Museos Banco de la República;Fotografía Jaime Borja;Colombia, Bogotá;Pio V, Cristobal de Torres y caballeros;;;;;
1824;;;;FALSE;;1625;Anónimo;Virgen con Pedro, Loyola y Francisco Javier;XVIII;;Óleo sobre tela;Museo colonial;LOPEZ, Mercedes. Desde Roma por sevilla al Nuevo Reino de Granada. La compañia de jesus en tiempos coloniales. Bogotá: Museo de Arte colonial, 2004.;Colombia, Bogotá;;;;;;
1825;;;;FALSE;;152;Anónimo;Monja Coronada sin nombre s clara;XVIII;;Óleo sobre tela;Museos Banco de la República;Fotografía Jaime Borja;Colombia, Bogotá;;;;;;
1826;;;;FALSE;;745;Anónimo;Virgen coronada como reina del cielo;XVII;;Óleo sobre cobre;Iglesia de Egipto;Museo de Arte colonial. Banco de la Republica. Lecciones barrocas. Pinturas sobre la vidade la virgen de la eremita de Egipto. Bogotá: Banco de la República, 1990.;Colombia, Bogotá;Confirmar flamenco;;;;;
1827;;;;FALSE;;590;Antonio Acero de la Cruz;Virgen de  Chiquinquirá;1667;;Óleo sobre tela;Divino Salvador Sopó;Museo de Arte Colonial. Revelaciones, pintores de Santa Fe en tiempos de la colonia. Bogotá: 1989.;Colombia, Sopó;;;;;;
1828;;;;FALSE;;1049;Lorenzo de Villa;Virgen de Chiquinquirá;1704;;Óleo sobre tela;Colección Órden Agustina;VALLÍN, Rodolfo. María Victoria Galves. Taller de Restauración de San Agustín. Arte y Fe: Colección artística agustina. Bogotá: Provincia de Nuestra Señora de la Gracia, 1995.;Colombia;;43;;Virgen del rosario al centro, con el niño en brazos que sostiene un pájaro. A su derecha, san Antonio de Padua, con el libro el Niño y palma de martirio. A su izquierda san Andrés, portando libro y su cruz en forma de equis.;;
1829;Celeste;Escena única;;FALSE;"Cruz-
Libro (2)
Niño Jesús (1)
Rosario (1)-
Palma (1)-";147;Anónimo;Virgen de Chiquinquirá ;;;Óleo sobre tela;;SD;Colombia;Ficha Nueva. María Cristina Pérez.;43;;Virgen del rosario al centro, con el niño en brazos que sostiene un pájaro. A su derecha, san Antonio de Padua, con el libro el Niño y palma de martirio. A su izquierda san Andrés, portando libro y su cruz en forma de equis.;;Obra religiosa en formato horizontal. En primer lugar y como centro de la composición tres figuras: San Antonio de Padua, San Andrés y la Virgen del Rosario con el Niño Jesús. Al lado derecho, San Andrés, vistiendo una túnica larga con mangas anchas y cap
2072;;;;;;2072;Anónimo;Joaquin ana y maria Niña;XVII;;Óleo sobre tela;Iglesia Barichara;Fotografía Jaime Borja;Colombia, Barichara;;;;;;
2073;;;;;;2073;Anónimo;Pedro;XVII;;Óleo sobre tela;Iglesia Barichara;Fotografía Jaime Borja;Colombia, Barichara;;;;;;
2074;;;;;;2074;Anónimo;Bruno (puede ser apostol);XVII;;Óleo sobre tela;Iglesia Barichara;Fotografía Jaime Borja;Colombia, Barichara;;;;;;
2075;;;;;;2075;Anónimo;Pablo;XVII;;Óleo sobre tela;Iglesia Barichara;Fotografía Jaime Borja;Colombia, Barichara;;;;;;
2076;;;;;;2076;Anónimo;Rosa de Lima Desposorios;XVII;;Óleo sobre tela;Iglesia Barichara;Fotografía Jaime Borja;Colombia, Barichara;;;;;;
2077;;;;;;2077;Anónimo;Barbara;XVII;;Óleo sobre tela;Iglesia Barichara;Fotografía Jaime Borja;Colombia, Barichara;;;;;;
2078;;;;;;2078;Anónimo;Catalina de Alejandria;XVII;;Óleo sobre tela;Iglesia Barichara;Fotografía Jaime Borja;Colombia, Barichara;;;;;;
2079;;;;;;2079;Anónimo;Gertrudis ¿??;XVII;;Óleo sobre tela;Iglesia Barichara;Fotografía Jaime Borja;Colombia, Barichara;;;;;;
2080;;;;;;2080;Anónimo;Señor de la Columna;XVII;;Óleo sobre tela;Iglesia Barichara;Fotografía Jaime Borja;Colombia, Barichara;;;;;;
2081;;;;;;2081;Anónimo;Chiquinquira, exvoto;1626;;Óleo sobre tela;Iglesia Barichara;Fotografía Jaime Borja;Colombia, Barichara;;;;;;
2082;;;;;;2082;Anónimo;Virgen del Pilar;XVII;;Óleo sobre tela;Iglesia Barichara;Fotografía Jaime Borja;Colombia, Barichara;;;;;;
2083;;;;;;2083;Anónimo;Anunciacion;XVII;;Óleo sobre tela;Iglesia Villa de Leiva;Fotografía Jaime Borja;Colombia, Villa de Leiva;;;;;;
2084;;;;;;2084;Anónimo;Señor de la Columna;XVII;;Óleo sobre tela;Iglesia Villa de Leiva;Fotografía Jaime Borja;Colombia, Villa de Leiva;;;;;;
2085;;;;;;2085;Anónimo;Regreso Egipto;;;Óleo sobre tela;Iglesia Villa de Leiva;Fotografía Jaime Borja;Colombia, Villa de Leiva;;;;;;
2086;;;;;;2086;Anónimo;Descanso Huida a Egipto;;;Óleo sobre tela;Iglesia Villa de Leiva;Fotografía Jaime Borja;Colombia, Villa de Leiva;;;;;;
2087;;;;;;2087;Anónimo;Santa Ana y la Virgen Niña;;;Óleo sobre tela;Iglesia Villa de Leiva;Fotografía Jaime Borja;Colombia, Villa de Leiva;;;;;;
